Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield,Rainfall,Temperature,Humidity
Mesta,1999,Kharif,west bengal,8864.0,81720,2318.1,940736.32,2393.28,9.842142857,46.36,27.812,86.898
Moong(Green Gram),1999,Kharif,west bengal,578.0,293,2318.1,61343.14,156.06,0.5325,46.36,27.812,86.898
Moong(Green Gram),1999,Rabi,west bengal,2375.0,1465,2318.1,252058.75,641.25,0.615,1.49,20.542,63.56
Moong(Green Gram),1999,Summer,west bengal,7947.0,3942,2318.1,843415.11,2145.69,0.850625,3.69,32.675,55.935
Niger seed,1999,Kharif,west bengal,6733.0,3528,2318.1,714573.29,1817.91,0.3875,46.36,27.812,86.898
Other Kharif pulses,1999,Kharif,west bengal,783.0,419,2318.1,83099.79,211.41,0.591666667,46.36,27.812,86.898
Peas & beans (Pulses),1999,Rabi,west bengal,7041.0,6027,2318.1,747261.33,1901.07,0.931333333,1.49,20.542,63.56
Potato,1999,Summer,west bengal,2478.0,33214,2318.1,262990.14,669.06,13.4,3.69,32.675,55.935
Ragi,1999,Kharif,west bengal,12489.0,15051,2318.1,1325457.57,3372.03,0.898,46.36,27.812,86.898
Rapeseed &Mustard,1999,Rabi,west bengal,345961.0,278540,2318.1,36716840.93,93409.47,0.766111111,1.49,20.542,63.56
Rice,1999,Summer,west bengal,1474338.0,4468400,2318.1,156471491.9,398071.26,2.897222222,3.69,32.675,55.935
Safflower,1999,Rabi,west bengal,60.0,19,2318.1,6367.8,16.2,0.542,1.49,20.542,63.56
Sannhamp,1999,Rabi,west bengal,107.0,298,2318.1,11355.91,28.89,3.6,1.49,20.542,63.56
Sesamum,1999,Summer,west bengal,102044.0,72230,2318.1,10829929.72,27551.88,0.638235294,3.69,32.675,55.935
Small millets,1999,Kharif,west bengal,3702.0,1924,2318.1,392893.26,999.54,0.617142857,46.36,27.812,86.898
Small millets,1999,Rabi,west bengal,1505.0,1541,2318.1,159725.65,406.35,0.918,1.49,20.542,63.56
Soyabean,1999,Kharif,west bengal,730.0,441,2318.1,77474.9,197.1,0.448333333,46.36,27.812,86.898
Sunflower,1999,Kharif,west bengal,150.0,90,2318.1,15919.5,40.5,0.683333333,46.36,27.812,86.898
Urad,1999,Kharif,west bengal,60254.0,35523,2318.1,6394757.02,16268.58,0.566666667,46.36,27.812,86.898
Urad,1999,Rabi,west bengal,18527.0,10987,2318.1,1966270.51,5002.29,0.636923077,1.49,20.542,63.56
Wheat,1999,Rabi,west bengal,364155.0,850778,2318.1,38647770.15,98321.85,2.096666667,1.49,20.542,63.56
Arhar/Tur,2000,Kharif,andhra pradesh,507366.0,216457,935.6,49808120.22,131915.16,0.433181818,25.38,27.607999999999997,77.468
Arhar/Tur,2000,Rabi,andhra pradesh,6098.0,2701,935.6,598640.66,1585.48,0.42375,2.37,26.054000000000002,65.546
Bajra,2000,Kharif,andhra pradesh,129475.0,135964,935.6,12710560.75,33663.5,1.001666667,25.38,27.607999999999997,77.468
Bajra,2000,Rabi,andhra pradesh,14229.0,12524,935.6,1396860.93,3699.54,0.883125,2.37,26.054000000000002,65.546
Castor seed,2000,Kharif,andhra pradesh,398561.0,136860,935.6,39126733.37,103625.86,0.339047619,25.38,27.607999999999997,77.468
Cotton(lint),2000,Kharif,andhra pradesh,1021721.0,1662683,935.6,100302350.6,265647.46,1.687727273,25.38,27.607999999999997,77.468
Dry chillies,2000,Kharif,andhra pradesh,183741.0,410643,935.6,18037853.97,47772.66,2.146818182,25.38,27.607999999999997,77.468
Dry chillies,2000,Rabi,andhra pradesh,54262.0,115528,935.6,5326900.54,14108.12,2.023181818,2.37,26.054000000000002,65.546
Gram,2000,Kharif,andhra pradesh,100.0,173,935.6,9817.0,26.0,1.1575,25.38,27.607999999999997,77.468
Gram,2000,Rabi,andhra pradesh,200763.0,228546,935.6,19708903.71,52198.38,1.4145,2.37,26.054000000000002,65.546
Groundnut,2000,Kharif,andhra pradesh,1601349.0,1697233,935.6,157204431.3,416350.74,0.904090909,25.38,27.607999999999997,77.468
Groundnut,2000,Rabi,andhra pradesh,272468.0,445720,935.6,26748183.56,70841.68,1.668181818,2.37,26.054000000000002,65.546
Horse-gram,2000,Kharif,andhra pradesh,13824.0,6838,935.6,1357102.08,3594.24,0.5,25.38,27.607999999999997,77.468
Horse-gram,2000,Rabi,andhra pradesh,64789.0,13492,935.6,6360336.13,16845.14,0.209545455,2.37,26.054000000000002,65.546
Jowar,2000,Kharif,andhra pradesh,332435.0,328490,935.6,32635143.95,86433.1,0.830909091,25.38,27.607999999999997,77.468
Jowar,2000,Rabi,andhra pradesh,344493.0,290498,935.6,33818877.81,89568.18,0.840909091,2.37,26.054000000000002,65.546
Linseed,2000,Rabi,andhra pradesh,5486.0,1093,935.6,538560.62,1426.36,0.2075,2.37,26.054000000000002,65.546
Maize,2000,Kharif,andhra pradesh,430544.0,1107165,935.6,42266504.48,111941.44,2.564545455,25.38,27.607999999999997,77.468
Maize,2000,Rabi,andhra pradesh,97123.0,473602,935.6,9534564.91,25251.98,5.019545455,2.37,26.054000000000002,65.546
Mesta,2000,Kharif,andhra pradesh,77823.0,686947,935.6,7639883.91,20233.98,8.745384615,25.38,27.607999999999997,77.468
Moong(Green Gram),2000,Kharif,andhra pradesh,392017.0,141194,935.6,38484308.89,101924.42,0.404090909,25.38,27.607999999999997,77.468
Moong(Green Gram),2000,Rabi,andhra pradesh,128365.0,43016,935.6,12601592.05,33374.9,0.371578947,2.37,26.054000000000002,65.546
Niger seed,2000,Kharif,andhra pradesh,18452.0,6001,935.6,1811432.84,4797.52,0.36,25.38,27.607999999999997,77.468
Onion,2000,Kharif,andhra pradesh,17058.0,227873,935.6,1674583.86,4435.08,12.77315789,25.38,27.607999999999997,77.468
Onion,2000,Rabi,andhra pradesh,13248.0,308617,935.6,1300556.16,3444.48,22.5085,2.37,26.054000000000002,65.546
Other  Rabi pulses,2000,Rabi,andhra pradesh,14200.0,5471,935.6,1394014.0,3692.0,0.324705882,2.37,26.054000000000002,65.546
Other Kharif pulses,2000,Kharif,andhra pradesh,19850.0,5000,935.6,1948674.5,5161.0,0.275263158,25.38,27.607999999999997,77.468
Ragi,2000,Kharif,andhra pradesh,83492.0,92780,935.6,8196409.64,21707.92,1.172,25.38,27.607999999999997,77.468
Ragi,2000,Rabi,andhra pradesh,15760.0,27299,935.6,1547159.2,4097.6,1.639285714,2.37,26.054000000000002,65.546
Rapeseed &Mustard,2000,Rabi,andhra pradesh,4482.0,1048,935.6,439997.94,1165.32,0.151538462,2.37,26.054000000000002,65.546
Rice,2000,Kharif,andhra pradesh,3003673.0,8233806,935.6,294870578.4,780954.98,2.7,25.38,27.607999999999997,77.468
Rice,2000,Rabi,andhra pradesh,1239053.0,4224208,935.6,121637833.0,322153.78,2.939090909,2.37,26.054000000000002,65.546
Safflower,2000,Rabi,andhra pradesh,16198.0,6574,935.6,1590157.66,4211.48,0.34,2.37,26.054000000000002,65.546
Sesamum,2000,Kharif,andhra pradesh,143737.0,29348,935.6,14110661.29,37371.62,0.192272727,25.38,27.607999999999997,77.468
Sesamum,2000,Rabi,andhra pradesh,39066.0,7893,935.6,3835109.22,10157.16,0.204444444,2.37,26.054000000000002,65.546
Small millets,2000,Kharif,andhra pradesh,64766.0,38398,935.6,6358078.22,16839.16,0.668125,25.38,27.607999999999997,77.468
Small millets,2000,Rabi,andhra pradesh,1961.0,1449,935.6,192511.37,509.86,0.681666667,2.37,26.054000000000002,65.546
Sunflower,2000,Kharif,andhra pradesh,197261.0,167828,935.6,19365112.37,51287.86,1.038421053,25.38,27.607999999999997,77.468
Urad,2000,Kharif,andhra pradesh,99423.0,28296,935.6,9760355.91,25849.98,0.1615,25.38,27.607999999999997,77.468
Urad,2000,Rabi,andhra pradesh,455864.0,362283,935.6,44752168.88,118524.64,0.655454545,2.37,26.054000000000002,65.546
Wheat,2000,Rabi,andhra pradesh,14261.0,8121,935.6,1400002.37,3707.86,0.581818182,2.37,26.054000000000002,65.546
Arhar/Tur,2000,Kharif,assam,7280.0,5159,1965.5,714677.6,1892.8,0.714347826,30.31,27.369999999999997,82.65
Castor seed,2000,Kharif,assam,1662.0,681,1965.5,163158.54,432.12,0.417619048,30.31,27.369999999999997,82.65
Cotton(lint),2000,Kharif,assam,1673.0,760,1965.5,164238.41,434.98,0.426521739,30.31,27.369999999999997,82.65
Gram,2000,Rabi,assam,2661.0,1329,1965.5,261230.37,691.86,0.462380952,3.04,18.872000000000003,61.65
Jute,2000,Kharif,assam,69513.0,668439,1965.5,6824091.21,18073.38,9.794782609,30.31,27.369999999999997,82.65
Linseed,2000,Rabi,assam,10206.0,5278,1965.5,1001923.02,2653.56,0.505238095,3.04,18.872000000000003,61.65
Maize,2000,Kharif,assam,20241.0,14616,1965.5,1987058.97,5262.66,0.605652174,30.31,27.369999999999997,82.65
Mesta,2000,Kharif,assam,5049.0,24557,1965.5,495660.33,1312.74,4.657368421,30.31,27.369999999999997,82.65
Niger seed,2000,Kharif,assam,9044.0,4653,1965.5,887849.48,2351.44,0.627368421,30.31,27.369999999999997,82.65
Other  Rabi pulses,2000,Rabi,assam,101474.0,55752,1965.5,9961702.58,26383.24,0.52173913,3.04,18.872000000000003,61.65
Rapeseed &Mustard,2000,Rabi,assam,274459.0,141231,1965.5,26943640.03,71359.34,0.499565217,3.04,18.872000000000003,61.65
Rice,2000,Summer,assam,329255.0,681027,1965.5,32322963.35,85606.3,1.825217391,11.24,27.715000000000003,66.00999999999999
Sesamum,2000,Kharif,assam,14960.0,8076,1965.5,1468623.2,3889.6,0.489565217,30.31,27.369999999999997,82.65
Small millets,2000,Kharif,assam,10591.0,5410,1965.5,1039718.47,2753.66,0.495454545,30.31,27.369999999999997,82.65
Wheat,2000,Rabi,assam,70301.0,85695,1965.5,6901449.17,18278.26,1.175909091,3.04,18.872000000000003,61.65
Arhar/Tur,2000,Kharif,karnataka,582763.0,263533,1213.3,57209843.71,151518.38,0.492083333,18.4,24.488,78.03999999999999
Bajra,2000,Kharif,karnataka,461048.0,340498,1213.3,45261082.16,119872.48,0.662352941,18.4,24.488,78.03999999999999
Bajra,2000,Rabi,karnataka,160.0,129,1213.3,15707.2,41.6,0.81,0.3,24.68,42.164
Bajra,2000,Summer,karnataka,913.0,998,1213.3,89629.21,237.38,1.11,2.0700000000000003,29.835,49.745000000000005
Castor seed,2000,Kharif,karnataka,30366.0,38871,1213.3,2981030.22,7895.16,1.31,18.4,24.488,78.03999999999999
Cotton(lint),2000,Kharif,karnataka,551763.0,855236,1213.3,54166573.71,143458.38,1.593333333,18.4,24.488,78.03999999999999
Ginger,2000,Kharif,karnataka,10758.0,141587,1213.3,1056112.86,2797.08,12.76823529,18.4,24.488,78.03999999999999
Gram,2000,Rabi,karnataka,369473.0,239431,1213.3,36271164.41,96062.98,0.622380952,0.3,24.68,42.164
Groundnut,2000,Kharif,karnataka,883611.0,881807,1213.3,86744091.87,229738.86,0.9464,18.4,24.488,78.03999999999999
Groundnut,2000,Rabi,karnataka,179804.0,199299,1213.3,17651358.68,46749.04,1.173846154,0.3,24.68,42.164
Horse-gram,2000,Kharif,karnataka,161959.0,92938,1213.3,15899515.03,42109.34,0.63625,18.4,24.488,78.03999999999999
Horse-gram,2000,Rabi,karnataka,133213.0,63457,1213.3,13077520.21,34635.38,0.454583333,0.3,24.68,42.164
Jowar,2000,Kharif,karnataka,402962.0,589793,1213.3,39558779.54,104770.12,1.395238095,18.4,24.488,78.03999999999999
Jowar,2000,Rabi,karnataka,1373422.0,945212,1213.3,134828837.7,357089.72,0.674210526,0.3,24.68,42.164
Jowar,2000,Summer,karnataka,5878.0,11916,1213.3,577043.26,1528.28,2.018571429,2.0700000000000003,29.835,49.745000000000005
Linseed,2000,Rabi,karnataka,17365.0,6404,1213.3,1704722.05,4514.9,0.360714286,0.3,24.68,42.164
Maize,2000,Kharif,karnataka,599893.0,1961879,1213.3,58891495.81,155972.18,3.1712,18.4,24.488,78.03999999999999
Maize,2000,Rabi,karnataka,57797.0,142674,1213.3,5673931.49,15027.22,2.397368421,0.3,24.68,42.164
Maize,2000,Summer,karnataka,11165.0,31091,1213.3,1096068.05,2902.9,2.774761905,2.0700000000000003,29.835,49.745000000000005
Mesta,2000,Kharif,karnataka,4288.0,6666,1213.3,420952.96,1114.88,1.807142857,18.4,24.488,78.03999999999999
Moong(Green Gram),2000,Kharif,karnataka,435355.0,180709,1213.3,42738800.35,113192.3,0.419130435,18.4,24.488,78.03999999999999
Moong(Green Gram),2000,Rabi,karnataka,15474.0,4147,1213.3,1519082.58,4023.24,0.26875,0.3,24.68,42.164
Niger seed,2000,Kharif,karnataka,43842.0,8382,1213.3,4303969.14,11398.92,0.213043478,18.4,24.488,78.03999999999999
Other  Rabi pulses,2000,Rabi,karnataka,33468.0,3985,1213.3,3285553.56,8701.68,0.117407407,0.3,24.68,42.164
Other Kharif pulses,2000,Kharif,karnataka,169312.0,51172,1213.3,16621359.04,44021.12,0.2812,18.4,24.488,78.03999999999999
Ragi,2000,Kharif,karnataka,983456.0,1788947,1213.3,96545875.52,255698.56,1.644,18.4,24.488,78.03999999999999
Ragi,2000,Rabi,karnataka,28464.0,25009,1213.3,2794310.88,7400.64,1.385384615,0.3,24.68,42.164
Ragi,2000,Summer,karnataka,10781.0,21376,1213.3,1058370.77,2803.06,1.982857143,2.0700000000000003,29.835,49.745000000000005
Rapeseed &Mustard,2000,Rabi,karnataka,7637.0,2012,1213.3,749724.29,1985.62,0.208888889,0.3,24.68,42.164
Rice,2000,Kharif,karnataka,1120549.0,2792657,1213.3,110004295.3,291342.74,2.357407407,18.4,24.488,78.03999999999999
Rice,2000,Rabi,karnataka,52005.0,106335,1213.3,5105330.85,13521.3,2.064615385,0.3,24.68,42.164
Rice,2000,Summer,karnataka,310892.0,947744,1213.3,30520267.64,80831.92,2.751304348,2.0700000000000003,29.835,49.745000000000005
Safflower,2000,Rabi,karnataka,93546.0,72079,1213.3,9183410.82,24321.96,0.764,0.3,24.68,42.164
Sesamum,2000,Kharif,karnataka,97589.0,40039,1213.3,9580312.13,25373.14,0.4372,18.4,24.488,78.03999999999999
Small millets,2000,Kharif,karnataka,71447.0,47452,1213.3,7013951.99,18576.22,0.686363636,18.4,24.488,78.03999999999999
Soyabean,2000,Kharif,karnataka,62553.0,65266,1213.3,6140828.01,16263.78,1.01,18.4,24.488,78.03999999999999
Sunflower,2000,Kharif,karnataka,188140.0,100627,1213.3,18469703.8,48916.4,0.5375,18.4,24.488,78.03999999999999
Sunflower,2000,Rabi,karnataka,261152.0,110005,1213.3,25637291.84,67899.52,0.510434783,0.3,24.68,42.164
Sunflower,2000,Summer,karnataka,28499.0,20405,1213.3,2797746.83,7409.74,0.7235,2.0700000000000003,29.835,49.745000000000005
Urad,2000,Kharif,karnataka,133729.0,51657,1213.3,13128175.93,34769.54,0.3965,18.4,24.488,78.03999999999999
Urad,2000,Rabi,karnataka,11924.0,4171,1213.3,1170579.08,3100.24,0.363125,0.3,24.68,42.164
Wheat,2000,Rabi,karnataka,266310.0,249880,1213.3,26143652.7,69240.6,0.93375,0.3,24.68,42.164
Cotton(lint),2000,Kharif,kerala,3847.0,6209,2412.6,377659.99,1000.22,1.61,37.58,23.924,89.28999999999999
Groundnut,2000,Kharif,kerala,3677.0,2733,2412.6,360971.09,956.02,0.37,37.58,23.924,89.28999999999999
Jowar,2000,Kharif,kerala,463.0,236,2412.6,45452.71,120.38,0.51,37.58,23.924,89.28999999999999
Ragi,2000,Kharif,kerala,1955.0,1582,2412.6,191922.35,508.3,0.813333333,37.58,23.924,89.28999999999999
Rice,2000,Summer,kerala,55258.0,154606,2412.6,5424677.86,14367.08,2.23,3.9400000000000004,27.08,74.705
Sesamum,2000,Kharif,kerala,2002.0,797,2412.6,196536.34,520.52,0.345833333,37.58,23.924,89.28999999999999
Bajra,2000,Kharif,puducherry,186.0,513,1434.5875,18259.62,48.36,2.76,17.88,28.79,73.17
Cotton(lint),2000,Kharif,puducherry,452.0,2300,1434.5875,44372.84,117.52,5.11,17.88,28.79,73.17
Ginger,2000,Kharif,puducherry,227.0,117,1434.5875,22284.59,59.02,0.54,17.88,28.79,73.17
Groundnut,2000,Kharif,puducherry,1175.0,2158,1434.5875,115349.75,305.5,1.62,17.88,28.79,73.17
Jowar,2000,Kharif,puducherry,6.0,6,1434.5875,589.02,1.56,1.0,17.88,28.79,73.17
Moong(Green Gram),2000,Kharif,puducherry,2480.0,1400,1434.5875,243461.6,644.8,0.586666667,17.88,28.79,73.17
Moong(Green Gram),2000,Rabi,puducherry,2480.0,1400,1434.5875,243461.6,644.8,0.586666667,8.29,26.381999999999998,75.69
Other  Rabi pulses,2000,Rabi,puducherry,64.0,125,1434.5875,6282.88,16.64,1.18,8.29,26.381999999999998,75.69
Ragi,2000,Kharif,puducherry,125.0,276,1434.5875,12271.25,32.5,2.21,17.88,28.79,73.17
Rapeseed &Mustard,2000,Rabi,puducherry,63.0,452,1434.5875,6184.71,16.38,6.265,8.29,26.381999999999998,75.69
Rice,2000,Kharif,puducherry,42779.0,103606,1434.5875,4199614.43,11122.54,2.605,17.88,28.79,73.17
Urad,2000,Kharif,puducherry,3392.0,2123,1434.5875,332992.64,881.92,0.706666667,17.88,28.79,73.17
Urad,2000,Rabi,puducherry,3392.0,2123,1434.5875,332992.64,881.92,0.706666667,8.29,26.381999999999998,75.69
Arhar/Tur,2000,Kharif,west bengal,8868.0,5930,1907.7,870571.56,2305.68,0.686153846,34.44,27.772000000000002,86.512
Bajra,2000,Kharif,west bengal,313.0,256,1907.7,30727.21,81.38,0.8875,34.44,27.772000000000002,86.512
Barley,2000,Rabi,west bengal,3471.0,1820,1907.7,340748.07,902.46,0.62,1.1400000000000001,21.06,55.01800000000001
Castor seed,2000,Kharif,west bengal,100.0,127,1907.7,9817.0,26.0,1.27,34.44,27.772000000000002,86.512
Cotton(lint),2000,Kharif,west bengal,1188.0,2732,1907.7,116625.96,308.88,2.3,34.44,27.772000000000002,86.512
Ginger,2000,Kharif,west bengal,9328.0,18898,1907.7,915729.76,2425.28,1.524444444,34.44,27.772000000000002,86.512
Gram,2000,Rabi,west bengal,54685.0,50170,1907.7,5368426.45,14218.1,0.806428571,1.1400000000000001,21.06,55.01800000000001
Groundnut,2000,Kharif,west bengal,2020.0,1594,1907.7,198303.4,525.2,0.968333333,34.44,27.772000000000002,86.512
Groundnut,2000,Rabi,west bengal,8513.0,12379,1907.7,835721.21,2213.38,1.37,1.1400000000000001,21.06,55.01800000000001
Groundnut,2000,Summer,west bengal,25741.0,39433,1907.7,2526993.97,6692.66,1.355625,9.16,30.7,66.9
Horse-gram,2000,Rabi,west bengal,4311.0,2164,1907.7,423210.87,1120.86,0.49,1.1400000000000001,21.06,55.01800000000001
Jowar,2000,Kharif,west bengal,1016.0,521,1907.7,99740.72,264.16,0.578333333,34.44,27.772000000000002,86.512
Jute,2000,Kharif,west bengal,612994.0,7428400,1907.7,60177620.98,159378.44,13.52411765,34.44,27.772000000000002,86.512
Khesari,2000,Rabi,west bengal,40018.0,42090,1907.7,3928567.06,10404.68,1.001875,1.1400000000000001,21.06,55.01800000000001
Linseed,2000,Rabi,west bengal,11869.0,3972,1907.7,1165179.73,3085.94,0.460769231,1.1400000000000001,21.06,55.01800000000001
Maize,2000,Kharif,west bengal,35267.0,88264,1907.7,3462161.39,9169.42,2.568571429,34.44,27.772000000000002,86.512
Masoor,2000,Rabi,west bengal,75994.0,68500,1907.7,7460330.98,19758.44,0.87625,1.1400000000000001,21.06,55.01800000000001
Mesta,2000,Kharif,west bengal,10891.0,83630,1907.7,1069169.47,2831.66,6.860833333,34.44,27.772000000000002,86.512
Moong(Green Gram),2000,Kharif,west bengal,635.0,308,1907.7,62337.95,165.1,0.498571429,34.44,27.772000000000002,86.512
Moong(Green Gram),2000,Rabi,west bengal,2410.0,1402,1907.7,236589.7,626.6,0.583636364,1.1400000000000001,21.06,55.01800000000001
Moong(Green Gram),2000,Summer,west bengal,8197.0,4809,1907.7,804699.49,2131.22,0.544666667,9.16,30.7,66.9
Niger seed,2000,Kharif,west bengal,6874.0,3702,1907.7,674820.58,1787.24,0.405555556,34.44,27.772000000000002,86.512
Other Kharif pulses,2000,Kharif,west bengal,825.0,409,1907.7,80990.25,214.5,0.548333333,34.44,27.772000000000002,86.512
Peas & beans (Pulses),2000,Rabi,west bengal,7338.0,6111,1907.7,720371.46,1907.88,0.843333333,1.1400000000000001,21.06,55.01800000000001
Ragi,2000,Kharif,west bengal,12651.0,15242,1907.7,1241948.67,3289.26,0.926,34.44,27.772000000000002,86.512
Rapeseed &Mustard,2000,Rabi,west bengal,435998.0,417020,1907.7,42801923.66,113359.48,0.841666667,1.1400000000000001,21.06,55.01800000000001
Rice,2000,Summer,west bengal,1401841.0,4541328,1907.7,137618731.0,364478.66,3.021111111,9.16,30.7,66.9
Safflower,2000,Rabi,west bengal,29.0,9,1907.7,2846.93,7.54,0.3,1.1400000000000001,21.06,55.01800000000001
Small millets,2000,Kharif,west bengal,3061.0,1625,1907.7,300498.37,795.86,0.682857143,34.44,27.772000000000002,86.512
Small millets,2000,Rabi,west bengal,1285.0,1308,1907.7,126148.45,334.1,0.946666667,1.1400000000000001,21.06,55.01800000000001
Soyabean,2000,Kharif,west bengal,538.0,322,1907.7,52815.46,139.88,0.5775,34.44,27.772000000000002,86.512
Sunflower,2000,Kharif,west bengal,246.0,156,1907.7,24149.82,63.96,1.276666667,34.44,27.772000000000002,86.512
Urad,2000,Kharif,west bengal,56233.0,27815,1907.7,5520393.61,14620.58,0.462222222,34.44,27.772000000000002,86.512
Urad,2000,Rabi,west bengal,13860.0,8813,1907.7,1360636.2,3603.6,0.612307692,1.1400000000000001,21.06,55.01800000000001
Wheat,2000,Rabi,west bengal,426000.0,1057610,1907.7,41820420.0,110760.0,2.330555556,1.1400000000000001,21.06,55.01800000000001
Arhar/Tur,2001,Kharif,andhra pradesh,414401.0,185620,928.4,42322774.13,107744.26,0.465,19.46,28.926,70.238
Arhar/Tur,2001,Rabi,andhra pradesh,5439.0,2706,928.4,555485.07,1414.14,0.46,4.85,25.363999999999997,70.77000000000001
Bajra,2001,Kharif,andhra pradesh,81851.0,63589,928.4,8359442.63,21281.26,0.851764706,19.46,28.926,70.238
Bajra,2001,Rabi,andhra pradesh,9684.0,7442,928.4,989026.92,2517.84,0.795,4.85,25.363999999999997,70.77000000000001
Castor seed,2001,Kharif,andhra pradesh,283585.0,82983,928.4,28962536.05,73732.1,0.296842105,19.46,28.926,70.238
Cotton(lint),2001,Kharif,andhra pradesh,1107852.0,1876698,928.4,113144924.8,288041.52,1.820454545,19.46,28.926,70.238
Dry chillies,2001,Kharif,andhra pradesh,170661.0,463307,928.4,17429607.93,44371.86,2.497272727,19.46,28.926,70.238
Dry chillies,2001,Rabi,andhra pradesh,54167.0,128104,928.4,5532075.71,14083.42,2.276363636,4.85,25.363999999999997,70.77000000000001
Gram,2001,Kharif,andhra pradesh,91.0,101,928.4,9293.83,23.66,1.092857143,19.46,28.926,70.238
Gram,2001,Rabi,andhra pradesh,285086.0,363033,928.4,29115833.18,74122.36,1.419,4.85,25.363999999999997,70.77000000000001
Groundnut,2001,Kharif,andhra pradesh,1438665.0,817551,928.4,146930856.5,374052.9,0.83,19.46,28.926,70.238
Groundnut,2001,Rabi,andhra pradesh,252453.0,432682,928.4,25783024.89,65637.78,1.765454545,4.85,25.363999999999997,70.77000000000001
Horse-gram,2001,Kharif,andhra pradesh,11412.0,4417,928.4,1165507.56,2967.12,0.368888889,19.46,28.926,70.238
Horse-gram,2001,Rabi,andhra pradesh,68927.0,34846,928.4,7039514.51,17921.02,0.458095238,4.85,25.363999999999997,70.77000000000001
Jowar,2001,Kharif,andhra pradesh,299306.0,287310,928.4,30568121.78,77819.56,0.838095238,19.46,28.926,70.238
Jowar,2001,Rabi,andhra pradesh,340023.0,346741,928.4,34726548.99,88405.98,0.854090909,4.85,25.363999999999997,70.77000000000001
Linseed,2001,Rabi,andhra pradesh,5872.0,1419,928.4,599707.36,1526.72,0.218333333,4.85,25.363999999999997,70.77000000000001
Maize,2001,Kharif,andhra pradesh,337533.0,986011,928.4,34472245.29,87758.58,2.801818182,19.46,28.926,70.238
